"site","unit","plot","treatment","timestep","l_tph","l_ba","l_qmd","d_tph","d_ba","p_ba","p_seed","np_seed","p_sap","np_sap","midstory_shrubs","graminoids","forb","shrub","tree","vine","non_native","richness","diversity","evenness","ground","fine","cwd","ptorch","pmort"
"Ohio","T","T306","Mech+Fire","post",190,19.86,36.49,0,0,59.31,6491.11,18778.05,100,1500,NA,1,5,23,8,NA,NA,45,2.68,0.73,NA,NA,NA,NA,NA
"Ohio","T","T307","Mech+Fire","pre",220,30.9,42.29,20,0.77,65.58,4500,38500,0,1299,NA,0,5,8,7,NA,NA,37,2.64,0.88,NA,NA,NA,NA,NA
"Ohio","T","T307","Mech+Fire","post",90,24.71,59.13,0,0,62.4,2044.36,9283.95,0,1333.33,NA,18,12,33,15,NA,NA,49,2.67,0.6,NA,NA,NA,NA,NA
"Ohio","T","T308","Mech+Fire","pre",500,42.9,33.05,80,2.05,63.23,6500,27000,0,732,NA,1,6,4,4,NA,NA,44,3.23,1.13,NA,NA,NA,NA,NA
"Ohio","T","T308","Mech+Fire","post",140,21.42,44.14,0,0,46.35,337.27,12825.27,200,6133.33,NA,16,11,38,20,NA,NA,47,2.74,0.62,NA,NA,NA,NA,NA
"Ohio","T","T309","Mech+Fire","pre",380,35.5,34.49,70,2.36,51.29,500,12000,0,799,NA,0,4,4,3,NA,NA,35,2.73,1.04,NA,NA,NA,NA,NA
"Ohio","T","T309","Mech+Fire","post",190,25.41,41.27,0,0,72.17,9136.07,12319.6,133.33,2433.33,NA,2,14,25,15,NA,NA,47,2.94,0.71,NA,NA,NA,NA,NA
"Ohio","T","T310","Mech+Fire","pre",380,32.5,33,30,2.33,56.63,6000,27000,0,1800,NA,1,4,7,6,NA,NA,43,3.04,1.02,NA,NA,NA,NA,NA
"Ohio","T","T310","Mech+Fire","post",90,20.41,53.73,0,0,100,1781.04,11496.95,1266.67,4866.67,NA,3,18,21,32,NA,NA,61,3.2,0.74,NA,NA,NA,NA,NA
"Ohio","T","T401","Fire","pre",440,35,31.82,10,0.4,80.57,1000,17500,0,566,NA,0,1,4,2,NA,NA,24,2.03,1.07,NA,NA,NA,NA,NA
"Ohio","T","T401","Fire","post",280,39.95,42.62,0,0,78.82,22804.51,37798.68,166.67,2066.67,NA,7,3,11,16,NA,NA,25,2.34,0.66,NA,NA,NA,NA,NA
"Ohio","T","T402","Fire","pre",390,38.3,35.36,40,4.84,94.41,7000,24500,0,933,NA,0,0,20,2,NA,NA,14,0.78,0.25,NA,NA,NA,NA,NA
"Ohio","T","T402","Fire","post",120,29.51,55.95,20,4.85,100,9168.5,30369.7,666.67,4133.33,NA,2,3,26,31,NA,NA,23,2.23,0.54,NA,NA,NA,NA,NA
"Ohio","T","T403","Fire","pre",450,30.7,29.47,10,0.87,91.26,1500,4000,0,1266,NA,0,1,11,1,NA,NA,15,1.63,0.63,NA,NA,NA,NA,NA
"Ohio","T","T403","Fire","post",320,33.15,36.32,0,0,89.82,17683.23,13751.46,333.33,1600,NA,10,6,18,18,NA,NA,22,2.33,0.59,NA,NA,NA,NA,NA
"Ohio","T","T404","Fire","pre",390,32.1,32.37,10,0.34,64.52,18500,23000,166,1966,NA,0,1,7,8,NA,NA,17,2.03,0.75,NA,NA,NA,NA,NA
"Ohio","T","T404","Fire","post",190,27.46,42.9,0,0,64.37,29307.3,29221.69,1700,8166.67,NA,0,3,22,70,NA,NA,21,2.09,0.46,NA,NA,NA,NA,NA
"Ohio","T","T405","Fire","pre",510,31.2,27.91,10,0.42,70.88,13000,31000,0,2934,NA,0,0,5,18,NA,NA,16,1.89,0.6,NA,NA,NA,NA,NA
"Ohio","T","T405","Fire","post",400,36.39,34.03,10,0.59,78.4,19020.63,30085.61,0,4900,NA,0,0,4,37,NA,NA,13,1.54,0.42,NA,NA,NA,NA,NA
"Ohio","T","T406","Fire","pre",460,35.1,31.17,0,0,61.16,15000,35000,33,1133,NA,0,0,25,8,NA,NA,15,1.15,0.33,NA,NA,NA,NA,NA
"Ohio","T","T406","Fire","post",330,40.95,39.75,0,0,68.26,42245.43,42582.7,33.33,5800,NA,0,0,9,39,NA,NA,17,1.54,0.4,NA,NA,NA,NA,NA
"Ohio","T","T407","Fire","pre",330,17.7,26.13,30,0.89,30.64,3000,10500,0,531,NA,0,6,29,3,NA,NA,42,2.26,0.58,NA,NA,NA,NA,NA
"Ohio","T","T407","Fire","post",110,18.44,46.21,0,0,43.81,3751.46,10221.82,266.67,2766.67,NA,1,9,45,10,NA,NA,45,2.45,0.57,NA,NA,NA,NA,NA
"Ohio","T","T408","Fire","pre",360,36.3,35.83,30,0.89,47.19,1500,5000,67,2699,NA,0,3,11,1,NA,NA,30,2.51,0.88,NA,NA,NA,NA,NA
"Ohio","T","T408","Fire","post",340,39.53,38.47,10,0.46,34.2,2118.3,20295.76,0,200,NA,3,10,10,5,NA,NA,48,3.1,0.9,NA,NA,NA,NA,NA
"Ohio","T","T409","Fire","pre",270,22.9,32.86,60,1.46,29.36,7500,18000,66,1500,NA,0,5,10,8,NA,NA,36,2.83,0.85,NA,NA,NA,NA,NA
"Ohio","T","T409","Fire","post",230,31.15,41.52,0,0,29.57,14005.71,9526.53,133.33,2600,NA,1,8,20,11,NA,NA,49,3.06,0.79,NA,NA,NA,NA,NA
"Ohio","T","T410","Fire","pre",390,37.9,35.18,10,0.34,46.58,4500,8000,134,1365,NA,0,5,18,6,NA,NA,36,2.62,0.72,NA,NA,NA,NA,NA
"Ohio","T","T410","Fire","post",130,28.41,52.75,0,0,49.57,5532.49,12772.08,666.67,6133.33,NA,1,6,26,22,NA,NA,41,2.77,0.65,NA,NA,NA,NA,NA
"Ohio","Z","Z101","Control","pre",430,20.1,24.4,80,1.88,84.09,6500,29500,0,634,NA,1,2,3,12,NA,NA,25,2.15,0.74,NA,NA,NA,NA,NA
"Ohio","Z","Z101","Control","post",450,21.93,24.91,0,0,75.22,8198.21,16396.42,0,2133.33,NA,2,2,6,8,NA,NA,30,2.74,0.98,NA,NA,NA,NA,NA
"Ohio","Z","Z102","Control","pre",300,27.8,34.35,10,1.75,101.1,8000,34000,66,832,NA,4,1,5,16,NA,NA,26,1.96,0.6,NA,NA,NA,NA,NA
"Ohio","Z","Z102","Control","post",380,36.9,35.16,10,0.1,91.57,19210.01,36408.09,200,1266.67,NA,1,0,2,21,NA,NA,25,1.9,0.6,NA,NA,NA,NA,NA
"Ohio","Z","Z103","Control","pre",450,26.3,27.28,20,0.43,91.14,2500,44500,33,1401,NA,0,0,32,12,NA,NA,10,1.25,0.33,NA,NA,NA,NA,NA
"Ohio","Z","Z103","Control","post",450,37.05,32.38,20,0.82,89.2,10769.23,30579.84,0,1600,NA,0,0,6,6,NA,NA,15,1.93,0.75,NA,NA,NA,NA,NA
"Ohio","Z","Z104","Control","pre",510,28.2,26.53,20,0.33,59.17,8500,15500,33,533,NA,0,2,10,3,NA,NA,26,2.09,0.74,NA,NA,NA,NA,NA
"Ohio","Z","Z104","Control","post",330,30.62,34.37,10,0.2,62.21,48135.94,36207.03,133.33,1833.33,NA,0,1,11,16,NA,NA,31,2.46,0.69,NA,NA,NA,NA,NA
"Ohio","Z","Z105","Control","pre",390,42.8,37.38,20,0.6,93.12,9000,10000,33,465,NA,1,1,6,7,NA,NA,25,2.18,0.8,NA,NA,NA,NA,NA
"Ohio","Z","Z105","Control","post",420,53.76,40.37,0,0,91.49,23973.28,58704.11,66.67,266.67,NA,1,2,6,11,NA,NA,23,2.3,0.78,NA,NA,NA,NA,NA
"Ohio","Z","Z106","Control","pre",300,32.7,37.25,20,5.46,43.21,4000,7000,0,665,NA,0,12,9,2,NA,NA,44,2.41,0.69,NA,NA,NA,NA,NA
"Ohio","Z","Z106","Control","post",360,43.47,39.21,10,0.7,41.55,6322.48,2118.3,0,533.33,NA,0,9,8,5,NA,NA,41,2.97,0.88,NA,NA,NA,NA,NA
"Ohio","Z","Z107","Control","pre",450,23.7,25.9,20,2.52,63.09,7500,28000,99,1198,NA,0,0,18,16,NA,NA,17,1.73,0.49,NA,NA,NA,NA,NA
"Ohio","Z","Z107","Control","post",420,28.34,29.31,10,0.17,63.82,57934.88,26860.81,0,2800,NA,0,0,6,10,NA,NA,14,2.07,0.76,NA,NA,NA,NA,NA
"Ohio","Z","Z108","Control","pre",360,31.2,33.22,60,2.91,95.8,9500,38500,33,699,NA,0,1,8,8,NA,NA,17,2.02,0.71,NA,NA,NA,NA,NA
"Ohio","Z","Z108","Control","post",400,33.73,32.77,0,0,90.5,31254.38,30221.82,66.67,266.67,NA,0,1,3,10,NA,NA,20,2.3,0.87,NA,NA,NA,NA,NA
"Ohio","Z","Z109","Control","pre",250,24.8,35.54,20,1.22,67.52,6500,17500,0,801,NA,1,15,7,6,NA,NA,37,2.46,0.62,NA,NA,NA,NA,NA
"Ohio","Z","Z109","Control","post",260,29.43,37.96,0,0,62.75,8029.58,11402.26,0,1333.33,NA,0,7,2,9,NA,NA,40,2.87,0.85,NA,NA,NA,NA,NA
"Ohio","Z","Z110","Control","pre",360,36.5,35.93,20,0.67,89,5000,4000,0,1266,NA,0,2,6,1,NA,NA,28,1.8,0.81,NA,NA,NA,NA,NA
"Ohio","Z","Z110","Control","post",430,36.73,32.98,0,0,78.96,5721.88,4784.02,0,1233.33,NA,0,2,3,3,NA,NA,29,2.82,1.32,NA,NA,NA,NA,NA
"Ohio","Z","Z201","Mech","pre",450,28.2,28.25,40,0.87,78.81,8500,16000,0,700,NA,1,1,9,5,NA,NA,30,2.39,0.87,NA,NA,NA,NA,NA
"Ohio","Z","Z201","Mech","post",320,21.93,29.54,0,0,77.21,26227.79,9115.32,33.33,1366.67,NA,0,1,6,9,NA,NA,31,2.59,0.92,NA,NA,NA,NA,NA
"Ohio","Z","Z202","Mech","pre",420,31.9,31.1,60,2.45,96.31,7000,12000,133,733,NA,1,2,11,6,NA,NA,34,2.25,0.76,NA,NA,NA,NA,NA
"Ohio","Z","Z202","Mech","post",230,29.44,40.37,0,0,98.2,11402.26,17630.04,566.67,900,NA,2,6,15,8,NA,NA,34,2.69,0.78,NA,NA,NA,NA,NA
"Ohio","Z","Z203","Mech","pre",400,21.6,26.22,110,5.83,92.51,2500,16000,33,1366,NA,0,0,43,2,NA,NA,10,0.94,0.25,NA,NA,NA,NA,NA
"Ohio","Z","Z203","Mech","post",300,23.8,31.78,0,0,91.68,126322.48,18514.72,33.33,1533.33,NA,0,0,11,10,NA,NA,16,2.16,0.7,NA,NA,NA,NA,NA
"Ohio","Z","Z204","Mech","pre",530,33.3,28.28,50,1.91,93.88,7500,23500,0,2566,NA,1,1,28,4,NA,NA,13,1.51,0.43,NA,NA,NA,NA,NA
"Ohio","Z","Z204","Mech","post",380,34.54,34.02,0,0,93.15,73582.83,22266.18,200,2766.67,NA,0,0,15,10,NA,NA,17,2.1,0.65,NA,NA,NA,NA,NA
"Ohio","Z","Z205","Mech","pre",380,30.5,31.97,30,1.01,83.63,27500,27000,33,466,NA,2,3,7,8,NA,NA,26,2.34,0.79,NA,NA,NA,NA,NA
"Ohio","Z","Z205","Mech","post",290,30.72,36.73,0,0,90.72,53236.48,37461.41,733.33,2133.33,NA,0,3,4,16,NA,NA,23,2.33,0.75,NA,NA,NA,NA,NA
"Ohio","Z","Z206","Mech","pre",340,24.7,30.41,20,3.85,78.07,7500,29000,66,598,NA,0,1,4,3,NA,NA,23,2.48,1.14,NA,NA,NA,NA,NA
"Ohio","Z","Z206","Mech","post",290,25.46,33.43,10,0.11,83.08,18872.75,23973.28,433.33,1133.33,NA,1,2,8,7,NA,NA,28,2.54,0.88,NA,NA,NA,NA,NA
"Ohio","Z","Z207","Mech","pre",410,35.7,33.3,0,0,91.37,16500,5500,0,733,NA,1,2,11,4,NA,NA,26,2.17,0.74,NA,NA,NA,NA,NA
"Ohio","Z","Z207","Mech","post",270,23.81,33.51,0,0,74.59,42118.3,5100.53,633.33,2433.33,NA,1,3,8,6,NA,NA,33,2.7,0.92,NA,NA,NA,NA,NA
"Ohio","Z","Z208","Mech","pre",700,22,20,40,0.44,51.6,11000,17500,33,1565,NA,0,3,19,6,NA,NA,18,1.91,0.57,NA,NA,NA,NA,NA
"Ohio","Z","Z208","Mech","post",660,28.34,23.38,10,0.1,44.1,50843.17,16133.09,33.33,1933.33,NA,0,0,4,11,NA,NA,19,2.23,0.8,NA,NA,NA,NA,NA
"Ohio","Z","Z209","Mech","pre",270,20.3,30.94,0,0,80.29,21000,9000,66,900,NA,0,4,6,2,NA,NA,29,2.19,0.72,NA,NA,NA,NA,NA
"Ohio","Z","Z209","Mech","post",280,17.26,28.01,0,0,67.79,18346.09,8872.75,433.33,2200,NA,1,5,12,12,NA,NA,43,2.85,0.78,NA,NA,NA,NA,NA
"Ohio","Z","Z210","Mech","pre",570,28.4,25.19,70,0.74,68.02,10500,10000,33,1033,NA,1,1,3,2,NA,NA,35,2.63,1.1,NA,NA,NA,NA,NA
"Ohio","Z","Z210","Mech","post",490,24.96,25.47,10,0.12,55.44,12644.96,1875.73,66.67,1500,NA,1,2,5,6,NA,NA,35,2.74,0.91,NA,NA,NA,NA,NA
"Ohio","Z","Z301","Mech+Fire","pre",510,33.4,28.88,20,1.16,95.54,8000,17000,33,200,NA,0,1,38,3,NA,NA,22,1.16,0.31,NA,NA,NA,NA,NA
"Ohio","Z","Z301","Mech+Fire","post",130,21.33,45.71,10,2.31,100,18230.64,15417.05,5766.67,3133.33,NA,1,6,30,53,NA,NA,32,2.31,0.51,NA,NA,NA,NA,NA
"Ohio","Z","Z302","Mech+Fire","pre",520,22,23.21,10,0.45,62.77,14500,9500,0,933,NA,0,0,21,4,NA,NA,11,1.26,0.39,NA,NA,NA,NA,NA
"Ohio","Z","Z302","Mech+Fire","post",70,12.37,47.43,10,2.66,100,26955.51,16618.24,3733.33,10333.33,NA,2,5,21,66,NA,NA,27,2.23,0.49,NA,NA,NA,NA,NA
"Ohio","Z","Z303","Mech+Fire","pre",360,26.3,30.5,10,0.17,96.23,17500,18000,33,699,NA,1,3,21,3,NA,NA,31,1.85,0.55,NA,NA,NA,NA,NA
"Ohio","Z","Z303","Mech+Fire","post",190,22.59,38.91,0,0,98.5,32268.78,13709.95,4133.33,1733.33,NA,1,12,14,31,NA,NA,39,2.6,0.64,NA,NA,NA,NA,NA
"Ohio","Z","Z304","Mech+Fire","pre",440,31.4,30.14,0,0,92.33,18000,24000,66,499,NA,1,3,5,2,NA,NA,28,2.67,1.14,NA,NA,NA,NA,NA
"Ohio","Z","Z304","Mech+Fire","post",260,33.83,40.7,10,1.56,99.22,56117.52,34026.46,2900,2300,NA,0,10,12,35,NA,NA,38,2.41,0.6,NA,NA,NA,NA,NA
"Ohio","Z","Z305","Mech+Fire","pre",390,19.1,24.97,40,1.36,82.64,33500,12000,100,632,NA,1,4,6,3,NA,NA,26,2.55,0.96,NA,NA,NA,NA,NA
"Ohio","Z","Z305","Mech+Fire","post",230,17.92,31.49,10,0.77,96.63,50088.21,25680.37,3200,2700,NA,2,14,15,32,NA,NA,38,2.67,0.65,NA,NA,NA,NA,NA
"Ohio","Z","Z306","Mech+Fire","pre",320,23.3,30.45,70,1.57,92.02,15000,33500,66,599,NA,0,0,51,7,NA,NA,10,1.11,0.27,NA,NA,NA,NA,NA
"Ohio","Z","Z306","Mech+Fire","post",40,7.95,50.31,0,0,100,23520.56,14499.94,6466.67,8833.33,NA,1,3,32,69,NA,NA,30,2.38,0.51,NA,NA,NA,NA,NA
"Ohio","Z","Z307","Mech+Fire","pre",510,24.6,24.78,40,0.49,84.01,28000,10000,66,833,NA,0,2,23,4,NA,NA,19,1.47,0.43,NA,NA,NA,NA,NA
"Ohio","Z","Z307","Mech+Fire","post",170,19.99,38.69,20,2.61,96.89,60857.44,25976.13,2600,2866.67,NA,1,9,14,53,NA,NA,36,2.21,0.51,NA,NA,NA,NA,NA
"Ohio","Z","Z308","Mech+Fire","pre",620,21.2,20.87,40,0.54,49.62,16000,13000,0,667,NA,1,2,2,4,NA,NA,31,2.92,1.29,NA,NA,NA,NA,NA
"Ohio","Z","Z308","Mech+Fire","post",210,16.25,31.39,0,0,62.73,14774.94,29916.98,3633.33,5233.33,NA,1,9,12,58,NA,NA,39,2.72,0.61,NA,NA,NA,NA,NA
"Ohio","Z","Z309","Mech+Fire","pre",440,24.9,26.84,40,0.43,85.86,29500,28000,66,833,NA,3,2,36,6,NA,NA,27,1.58,0.41,NA,NA,NA,NA,NA
"Ohio","Z","Z309","Mech+Fire","post",240,27.75,38.37,0,0,95.59,96114.93,31961.34,3600,2200,NA,1,5,22,49,NA,NA,35,2.28,0.52,NA,NA,NA,NA,NA
"Ohio","Z","Z310","Mech+Fire","pre",360,28.5,31.75,50,1.85,85.87,31500,18000,33,500,NA,1,3,11,7,NA,NA,39,2.63,0.83,NA,NA,NA,NA,NA
"Ohio","Z","Z310","Mech+Fire","post",190,20.58,37.13,10,1.25,83.43,19843.04,13121.03,700,9066.67,NA,2,14,8,22,NA,NA,46,3.09,0.79,NA,NA,NA,NA,NA
"Ohio","Z","Z401","Fire","pre",370,22.9,28.07,20,0.67,82.62,14000,48500,66,501,NA,0,2,40,13,NA,NA,23,1.83,0.46,NA,NA,NA,NA,NA
"Ohio","Z","Z401","Fire","post",120,19.76,45.79,0,0,100,22594.37,24890.39,1700,2500,NA,1,13,22,39,NA,NA,35,2.55,0.59,NA,NA,NA,NA,NA
"Ohio","Z","Z402","Fire","pre",410,23,26.73,40,0.81,82.43,11000,24000,0,1166,NA,0,0,37,4,NA,NA,11,1.18,0.32,NA,NA,NA,NA,NA
"Ohio","Z","Z402","Fire","post",30,5.67,49.04,0,0,100,6186.28,22319.37,4700,8933.33,NA,1,13,37,53,NA,NA,31,2.5,0.54,NA,NA,NA,NA,NA
"Ohio","Z","Z403","Fire","pre",330,33.4,35.9,10,0.33,76.61,29000,6500,99,499,NA,0,23,26,9,NA,NA,31,1.82,0.45,NA,NA,NA,NA,NA
"Ohio","Z","Z403","Fire","post",80,25.02,63.1,0,0,94.26,14416.92,11159.68,3266.67,7900,NA,3,18,24,40,NA,NA,45,2.69,0.6,NA,NA,NA,NA,NA
"Ohio","Z","Z404","Fire","pre",250,24.1,35.03,20,0.2,87.84,7000,24500,0,1034,NA,0,1,15,9,NA,NA,16,1.61,0.49,NA,NA,NA,NA,NA
"Ohio","Z","Z404","Fire","post",30,4.02,41.3,20,6.57,78.72,7029.45,16165.52,4700,8733.33,NA,2,6,35,48,NA,NA,28,2.42,0.54,NA,NA,NA,NA,NA
"Ohio","Z","Z405","Fire","pre",290,25.5,33.46,20,1.36,96.92,14500,24500,200,1097,NA,1,3,16,6,NA,NA,27,2.08,0.65,NA,NA,NA,NA,NA
"Ohio","Z","Z405","Fire","post",140,23.78,46.5,20,4.45,100,47002.21,25860.68,3600,3433.33,NA,1,11,8,23,NA,NA,40,2.83,0.75,NA,NA,NA,NA,NA
"Ohio","Z","Z406","Fire","pre",340,36.5,36.97,20,0.88,90.19,12500,500,0,698,NA,1,11,7,2,NA,NA,29,2.44,0.8,NA,NA,NA,NA,NA
"Ohio","Z","Z406","Fire","post",310,32.45,36.51,0,0,76.88,9736.67,5289.92,0,2166.67,NA,3,15,10,6,NA,NA,44,3.04,0.85,NA,NA,NA,NA,NA
"Ohio","Z","Z407","Fire","pre",330,20.8,28.33,10,1.14,81.99,18000,6500,0,1332,NA,1,2,10,14,NA,NA,31,2.31,0.7,NA,NA,NA,NA,NA
"Ohio","Z","Z407","Fire","post",210,22.89,37.26,10,0.17,77.25,139538.2,25038.27,500,6266.67,NA,2,10,11,52,NA,NA,44,2.5,0.58,NA,NA,NA,NA,NA
"Ohio","Z","Z408","Fire","pre",250,34.6,41.98,0,0,73.36,0,1000,0,1333,NA,0,5,1,0,NA,NA,31,2.81,1.32,NA,NA,NA,NA,NA
"Ohio","Z","Z408","Fire","post",200,27.45,41.81,0,0,54.8,1538.46,3656.76,0,133.33,NA,2,19,6,1,NA,NA,43,2.81,0.8,NA,NA,NA,NA,NA
"Ohio","Z","Z409","Fire","pre",270,24.1,33.71,10,0.16,80.13,14000,5500,0,299,NA,1,6,10,3,NA,NA,40,2.51,0.76,NA,NA,NA,NA,NA
"Ohio","Z","Z409","Fire","post",120,20.29,46.4,0,0,77.51,13351.93,26165.52,566.67,4433.33,NA,2,31,15,17,NA,NA,52,2.92,0.68,NA,NA,NA,NA,NA
"Ohio","Z","Z410","Fire","pre",260,13.3,25.52,10,0.08,74.96,4000,5000,0,498,NA,1,13,8,3,NA,NA,52,2.98,0.89,NA,NA,NA,NA,NA
"Ohio","Z","Z410","Fire","post",120,15.09,40.02,0,0,82.69,54763.26,13425.87,0,4466.67,NA,4,21,11,13,NA,NA,47,3,0.72,NA,NA,NA,NA,NA
